target,x_m,y_m,true_contact_time_s,true_contact_idx,contact_phase,sampling_spacing_m,tolerance_m,max_boundary_points,warmup_ignore_s
B644,7.374577,27.417705,10.740000,538,MID,0.100000,0.050000,2000,2.000000
B645,9.564665,30.985908,10.840000,543,MID,0.100000,0.050000,2000,2.000000
B646,8.858019,29.823904,10.820000,542,MID,0.100000,0.050000,2000,2.000000
B647,7.777267,28.046723,10.800000,541,MID,0.100000,0.050000,2000,2.000000
B648,6.363975,25.722716,10.660000,534,MID,0.100000,0.050000,2000,2.000000
B649,9.192119,30.307212,10.880000,545,MID,0.100000,0.050000,2000,2.000000
B650,8.353708,28.944469,10.860000,544,MID,0.100000,0.050000,2000,2.000000
B651,7.473378,27.513589,10.820000,542,MID,0.100000,0.050000,2000,2.000000
B652,9.657643,30.991233,10.920000,547,MID,0.100000,0.050000,2000,2.000000
B653,8.854464,29.700767,10.900000,546,MID,0.100000,0.050000,2000,2.000000
B654,8.051285,28.410300,10.880000,545,MID,0.100000,0.050000,2000,2.000000
B655,9.788872,31.129258,10.960000,549,MID,0.100000,0.050000,2000,2.000000
B656,8.851152,29.639868,10.940000,548,MID,0.100000,0.050000,2000,2.000000
B657,7.274079,27.134985,10.880000,545,MID,0.100000,0.050000,2000,2.000000
B658,9.964137,31.333854,11.000000,551,MID,0.100000,0.050000,2000,2.000000
B659,9.190612,30.119252,10.980000,550,MID,0.100000,0.050000,2000,2.000000
B660,8.159246,28.499782,10.960000,549,MID,0.100000,0.050000,2000,2.000000
B661,10.097834,31.469836,11.080000,555,MID,0.100000,0.050000,2000,2.000000
B662,9.664609,30.797292,11.040000,553,MID,0.100000,0.050000,2000,2.000000
B663,8.581547,29.115931,11.020000,552,MID,0.100000,0.050000,2000,2.000000
B664,7.368516,27.232806,10.960000,549,MID,0.100000,0.050000,2000,2.000000
B665,9.664868,30.733516,11.080000,555,MID,0.100000,0.050000,2000,2.000000
B666,8.878802,29.526992,11.060000,554,MID,0.100000,0.050000,2000,2.000000
B667,7.262999,27.046915,10.980000,550,MID,0.100000,0.050000,2000,2.000000
B668,9.752136,30.803796,11.120000,557,MID,0.100000,0.050000,2000,2.000000
B669,8.959829,29.601362,11.100000,556,MID,0.100000,0.050000,2000,2.000000
B670,8.167521,28.398927,11.080000,555,MID,0.100000,0.050000,2000,2.000000
B671,10.283394,31.539349,11.160000,559,MID,0.100000,0.050000,2000,2.000000
B672,9.751041,30.740475,11.160000,559,MID,0.100000,0.050000,2000,2.000000
B673,9.085600,29.741881,11.140000,558,MID,0.100000,0.050000,2000,2.000000
B674,8.153983,28.343851,11.100000,556,MID,0.100000,0.050000,2000,2.000000
B675,6.956189,26.546383,10.980000,550,MID,0.100000,0.050000,2000,2.000000
B676,9.972464,31.009329,11.200000,561,MID,0.100000,0.050000,2000,2.000000
B677,8.765368,29.218095,11.160000,559,MID,0.100000,0.050000,2000,2.000000
B678,6.753542,26.232705,10.960000,549,MID,0.100000,0.050000,2000,2.000000
B679,10.151257,31.210222,11.240000,563,MID,0.100000,0.050000,2000,2.000000
B680,8.664585,29.028615,11.200000,561,MID,0.100000,0.050000,2000,2.000000
B681,10.467951,31.607338,11.280000,565,MID,0.100000,0.050000,2000,2.000000
B682,9.650879,30.421592,11.260000,564,MID,0.100000,0.050000,2000,2.000000
B683,8.879199,29.301721,11.240000,563,MID,0.100000,0.050000,2000,2.000000
B684,7.653591,27.523103,11.180000,560,MID,0.100000,0.050000,2000,2.000000
B685,9.965194,30.820130,11.300000,566,MID,0.100000,0.050000,2000,2.000000
B686,9.050513,29.507362,11.280000,565,MID,0.100000,0.050000,2000,2.000000
B687,7.266886,26.947465,11.160000,559,MID,0.100000,0.050000,2000,2.000000
B688,10.375419,31.346640,11.360000,569,MID,0.100000,0.050000,2000,2.000000
B689,9.453939,30.038635,11.340000,568,MID,0.100000,0.050000,2000,2.000000
B690,7.472758,27.226426,11.220000,562,MID,0.100000,0.050000,2000,2.000000
B691,10.465852,31.413210,11.400000,571,MID,0.100000,0.050000,2000,2.000000
B692,9.351946,29.849364,11.380000,570,MID,0.100000,0.050000,2000,2.000000
B693,8.052388,28.024878,11.320000,567,MID,0.100000,0.050000,2000,2.000000
B694,10.790380,31.803900,11.440000,573,MID,0.100000,0.050000,2000,2.000000
B695,10.089125,30.830123,11.420000,572,MID,0.100000,0.050000,2000,2.000000
B696,9.060617,29.401917,11.400000,571,MID,0.100000,0.050000,2000,2.000000
B697,11.118614,32.191680,11.520000,577,MID,0.100000,0.050000,2000,2.000000
B698,10.271052,31.027532,11.460000,574,MID,0.100000,0.050000,2000,2.000000
B699,8.952623,29.216636,11.440000,573,MID,0.100000,0.050000,2000,2.000000
B700,11.166000,32.189944,11.520000,577,MID,0.100000,0.050000,2000,2.000000
B701,10.359827,31.094643,11.500000,576,MID,0.100000,0.050000,2000,2.000000
B702,9.269122,29.612764,11.480000,575,MID,0.100000,0.050000,2000,2.000000
B703,11.308555,32.316571,11.600000,581,MID,0.100000,0.050000,2000,2.000000
B704,10.353436,31.032925,11.540000,578,MID,0.100000,0.050000,2000,2.000000
B705,9.684853,30.134372,11.540000,578,MID,0.100000,0.050000,2000,2.000000
B706,8.252175,28.208902,11.460000,574,MID,0.100000,0.050000,2000,2.000000
B707,11.259743,32.186472,11.600000,581,MID,0.100000,0.050000,2000,2.000000
B708,10.586502,31.291404,11.580000,580,MID,0.100000,0.050000,2000,2.000000
B709,9.480462,29.820936,11.560000,579,MID,0.100000,0.050000,2000,2.000000
B710,11.354522,32.248425,11.640000,583,MID,0.100000,0.050000,2000,2.000000
B711,10.579799,31.229502,11.620000,582,MID,0.100000,0.050000,2000,2.000000
B712,9.659816,30.019531,11.600000,581,MID,0.100000,0.050000,2000,2.000000
B713,8.061950,27.918002,11.520000,577,MID,0.100000,0.050000,2000,2.000000
B714,10.864616,31.548720,11.680000,585,MID,0.100000,0.050000,2000,2.000000
B715,10.084609,30.533837,11.660000,584,MID,0.100000,0.050000,2000,2.000000
B716,8.768347,28.821221,11.600000,581,MID,0.100000,0.050000,2000,2.000000
B717,11.250562,31.991788,11.720000,587,MID,0.100000,0.050000,2000,2.000000
B718,10.268973,30.728268,11.700000,586,MID,0.100000,0.050000,2000,2.000000
B719,8.551193,28.517107,11.620000,582,MID,0.100000,0.050000,2000,2.000000
B720,11.492550,32.242546,11.760000,589,MID,0.100000,0.050000,2000,2.000000
B721,10.455000,30.921225,11.740000,588,MID,0.100000,0.050000,2000,2.000000
B722,9.664485,29.914504,11.720000,587,MID,0.100000,0.050000,2000,2.000000
B723,11.687083,32.428605,11.800000,591,MID,0.100000,0.050000,2000,2.000000
B724,9.051202,29.107502,11.720000,587,MID,0.100000,0.050000,2000,2.000000
B725,7.559193,27.227632,11.500000,576,MID,0.100000,0.050000,2000,2.000000
B726,11.482761,32.113906,11.840000,593,MID,0.100000,0.050000,2000,2.000000
B727,10.781939,31.240266,11.820000,592,MID,0.100000,0.050000,2000,2.000000
B728,9.880881,30.117014,11.800000,591,MID,0.100000,0.050000,2000,2.000000
B729,11.778688,32.423257,11.880000,595,MID,0.100000,0.050000,2000,2.000000
B730,10.871801,31.304706,11.860000,594,MID,0.100000,0.050000,2000,2.000000
B731,9.763383,29.937588,11.840000,593,MID,0.100000,0.050000,2000,2.000000
B732,8.856496,28.819037,11.780000,590,MID,0.100000,0.050000,2000,2.000000
B733,12.178920,32.853768,11.960000,599,MID,0.100000,0.050000,2000,2.000000
B734,11.519753,32.049343,11.920000,597,MID,0.100000,0.050000,2000,2.000000
B735,10.759175,31.121161,11.900000,596,MID,0.100000,0.050000,2000,2.000000
B736,7.666161,27.346553,11.580000,580,MID,0.100000,0.050000,2000,2.000000
B737,11.766890,32.294775,11.960000,599,MID,0.100000,0.050000,2000,2.000000
B738,10.950469,31.308948,11.940000,598,MID,0.100000,0.050000,2000,2.000000
B739,9.062493,29.029222,11.860000,594,MID,0.100000,0.050000,2000,2.000000
B740,12.067607,32.599465,12.000000,601,MID,0.100000,0.050000,2000,2.000000
B741,10.167796,30.329593,11.960000,599,MID,0.100000,0.050000,2000,2.000000
B742,12.474507,33.023672,12.080000,605,MID,0.100000,0.050000,2000,2.000000
B743,11.389547,31.740994,12.020000,602,MID,0.100000,0.050000,2000,2.000000
B744,10.459582,30.641556,12.000000,601,MID,0.100000,0.050000,2000,2.000000
B745,8.857974,28.748080,11.920000,597,MID,0.100000,0.050000,2000,2.000000
B746,12.157766,32.592794,12.080000,605,MID,0.100000,0.050000,2000,2.000000
B747,11.066145,31.315780,12.060000,604,MID,0.100000,0.050000,2000,2.000000
B748,9.454705,29.430664,12.000000,601,MID,0.100000,0.050000,2000,2.000000
B749,12.463832,32.892204,12.120000,607,MID,0.100000,0.050000,2000,2.000000
B750,11.470175,31.741967,12.100000,606,MID,0.100000,0.050000,2000,2.000000
B751,10.162732,30.228497,12.080000,605,MID,0.100000,0.050000,2000,2.000000
B752,12.457037,32.827330,12.160000,609,MID,0.100000,0.050000,2000,2.000000
B753,11.667854,31.923344,12.140000,608,MID,0.100000,0.050000,2000,2.000000
B754,10.457774,30.537232,12.120000,607,MID,0.100000,0.050000,2000,2.000000
B755,8.353288,28.126602,11.900000,596,MID,0.100000,0.050000,2000,2.000000
B756,11.972951,32.223120,12.180000,610,MID,0.100000,0.050000,2000,2.000000
B757,10.755671,30.843327,12.160000,609,MID,0.100000,0.050000,2000,2.000000
B758,9.062064,28.923614,12.060000,604,MID,0.100000,0.050000,2000,2.000000
B759,12.174376,32.400768,12.240000,613,MID,0.100000,0.050000,2000,2.000000
B760,11.056402,31.146761,12.220000,612,MID,0.100000,0.050000,2000,2.000000
B761,8.554269,28.340174,12.000000,601,MID,0.100000,0.050000,2000,2.000000
B762,12.591531,32.814554,12.280000,615,MID,0.100000,0.050000,2000,2.000000
B763,11.681230,31.804132,12.260000,614,MID,0.100000,0.050000,2000,2.000000
B764,10.074817,30.021035,12.220000,612,MID,0.100000,0.050000,2000,2.000000
B765,12.366417,32.514600,12.320000,617,MID,0.100000,0.050000,2000,2.000000
B766,11.450866,31.508933,12.300000,616,MID,0.100000,0.050000,2000,2.000000
B767,10.266035,30.207481,12.260000,614,MID,0.100000,0.050000,2000,2.000000
B768,13.167002,33.336145,12.360000,619,MID,0.100000,0.050000,2000,2.000000
B769,12.625369,32.747389,12.360000,619,MID,0.100000,0.050000,2000,2.000000
B770,10.675488,30.627869,12.320000,617,MID,0.100000,0.050000,2000,2.000000
B771,13.322201,33.446717,12.400000,621,MID,0.100000,0.050000,2000,2.000000
B772,12.178345,32.216272,12.380000,620,MID,0.100000,0.050000,2000,2.000000
B773,10.871082,30.810050,12.360000,619,MID,0.100000,0.050000,2000,2.000000
B774,13.478278,33.556193,12.480000,625,MID,0.100000,0.050000,2000,2.000000
B775,12.875766,32.914805,12.440000,623,MID,0.100000,0.050000,2000,2.000000
B776,11.670742,31.632028,12.420000,622,MID,0.100000,0.050000,2000,2.000000
B777,10.356169,30.232636,12.360000,619,MID,0.100000,0.050000,2000,2.000000
B778,13.525073,33.548523,12.480000,625,MID,0.100000,0.050000,2000,2.000000
B779,12.258304,32.214021,12.460000,624,MID,0.100000,0.050000,2000,2.000000
B780,10.550920,30.415344,12.420000,622,MID,0.100000,0.050000,2000,2.000000
B781,13.571525,33.540896,12.520000,627,MID,0.100000,0.050000,2000,2.000000
B782,12.962361,32.905822,12.520000,627,MID,0.100000,0.050000,2000,2.000000
B783,11.467141,31.347003,12.480000,625,MID,0.100000,0.050000,2000,2.000000
B784,9.252000,29.037641,12.320000,617,MID,0.100000,0.050000,2000,2.000000
B785,12.169991,32.039755,12.540000,628,MID,0.100000,0.050000,2000,2.000000
B786,11.279133,31.120640,12.520000,627,MID,0.100000,0.050000,2000,2.000000
B787,13.663409,33.525783,12.600000,631,MID,0.100000,0.050000,2000,2.000000
B788,12.991681,32.839940,12.580000,630,MID,0.100000,0.050000,2000,2.000000
B789,12.375930,32.211249,12.580000,630,MID,0.100000,0.050000,2000,2.000000
B790,9.465110,29.239260,12.400000,621,MID,0.100000,0.050000,2000,2.000000
B791,13.146099,32.949694,12.640000,633,MID,0.100000,0.050000,2000,2.000000
B792,10.670021,30.447806,12.560000,629,MID,0.100000,0.050000,2000,2.000000
B793,9.769630,29.538029,12.480000,625,MID,0.100000,0.050000,2000,2.000000
B794,13.753943,33.510882,12.680000,635,MID,0.100000,0.050000,2000,2.000000
B795,13.075101,32.832079,12.660000,634,MID,0.100000,0.050000,2000,2.000000
B796,12.452829,32.209842,12.660000,634,MID,0.100000,0.050000,2000,2.000000
B797,11.660847,31.417905,12.640000,633,MID,0.100000,0.050000,2000,2.000000
B798,10.755725,30.512834,12.600000,631,MID,0.100000,0.050000,2000,2.000000
B799,14.139894,33.841146,12.720000,637,MID,0.100000,0.050000,2000,2.000000
B800,11.979051,31.702840,12.680000,635,MID,0.100000,0.050000,2000,2.000000
B801,13.957455,33.608167,12.760000,639,MID,0.100000,0.050000,2000,2.000000
B802,13.271572,32.936479,12.740000,638,MID,0.100000,0.050000,2000,2.000000
B803,11.956963,31.649078,12.720000,637,MID,0.100000,0.050000,2000,2.000000
B804,12.968076,32.598182,12.780000,640,MID,0.100000,0.050000,2000,2.000000
B805,12.163803,31.818730,12.760000,639,MID,0.100000,0.050000,2000,2.000000
B806,14.508396,34.035568,12.880000,645,MID,0.100000,0.050000,2000,2.000000
B807,13.988757,33.537195,12.840000,643,MID,0.100000,0.050000,2000,2.000000
B808,13.353643,32.928072,12.820000,642,MID,0.100000,0.050000,2000,2.000000
B809,11.159614,30.823830,12.760000,639,MID,0.100000,0.050000,2000,2.000000
B810,14.554725,34.025457,12.880000,645,MID,0.100000,0.050000,2000,2.000000
B811,12.988032,32.538489,12.860000,644,MID,0.100000,0.050000,2000,2.000000
B812,11.073185,30.721083,12.800000,641,MID,0.100000,0.050000,2000,2.000000
B813,14.367465,33.796329,12.920000,647,MID,0.100000,0.050000,2000,2.000000
B814,13.784343,33.248634,12.900000,646,MID,0.100000,0.050000,2000,2.000000
B815,12.384852,31.934167,12.880000,645,MID,0.100000,0.050000,2000,2.000000
B816,10.052367,29.743388,12.720000,637,MID,0.100000,0.050000,2000,2.000000
B817,13.884602,33.297382,12.940000,648,MID,0.100000,0.050000,2000,2.000000
B818,12.068094,31.608981,12.920000,647,MID,0.100000,0.050000,2000,2.000000
B819,9.958601,29.648257,12.720000,637,MID,0.100000,0.050000,2000,2.000000
B820,14.279515,33.616396,13.000000,651,MID,0.100000,0.050000,2000,2.000000
B821,12.984147,32.424918,12.980000,650,MID,0.100000,0.050000,2000,2.000000
B822,11.453257,31.016807,12.920000,647,MID,0.100000,0.050000,2000,2.000000
B823,14.914144,34.147206,13.040000,653,MID,0.100000,0.050000,2000,2.000000
B824,13.671739,33.016352,13.020000,652,MID,0.100000,0.050000,2000,2.000000
B825,12.665982,32.100899,13.000000,651,MID,0.100000,0.050000,2000,2.000000
B826,10.950280,30.539244,12.920000,647,MID,0.100000,0.050000,2000,2.000000
B827,14.365208,33.601096,13.080000,655,MID,0.100000,0.050000,2000,2.000000
B828,13.176362,32.530281,13.060000,654,MID,0.100000,0.050000,2000,2.000000
B829,15.243667,34.338793,13.160000,659,MID,0.100000,0.050000,2000,2.000000
B830,13.870087,33.114507,13.100000,656,MID,0.100000,0.050000,2000,2.000000
B831,12.854832,32.209600,13.080000,655,MID,0.100000,0.050000,2000,2.000000
B832,11.660414,31.145003,13.040000,653,MID,0.100000,0.050000,2000,2.000000
B833,15.169598,34.221155,13.160000,659,MID,0.100000,0.050000,2000,2.000000
B834,13.669652,32.898219,13.140000,658,MID,0.100000,0.050000,2000,2.000000
B835,11.569727,31.046108,13.060000,654,MID,0.100000,0.050000,2000,2.000000
B836,14.913270,33.947035,13.200000,661,MID,0.100000,0.050000,2000,2.000000
B837,14.069445,33.210585,13.180000,660,MID,0.100000,0.050000,2000,2.000000
B838,12.261249,31.632476,13.140000,658,MID,0.100000,0.050000,2000,2.000000
B839,15.380436,34.303608,13.240000,663,MID,0.100000,0.050000,2000,2.000000
B840,14.472232,33.519283,13.220000,662,MID,0.100000,0.050000,2000,2.000000
B841,13.564028,32.734958,13.220000,662,MID,0.100000,0.050000,2000,2.000000
B842,11.263244,30.748002,13.120000,657,MID,0.100000,0.050000,2000,2.000000
B843,15.364536,34.240063,13.280000,665,MID,0.100000,0.050000,2000,2.000000
B844,13.965698,33.044717,13.260000,664,MID,0.100000,0.050000,2000,2.000000
B845,11.958670,31.329655,13.200000,661,MID,0.100000,0.050000,2000,2.000000
B846,15.164495,34.022277,13.320000,667,MID,0.100000,0.050000,2000,2.000000
B847,13.759437,32.834250,13.300000,666,MID,0.100000,0.050000,2000,2.000000
B848,12.354378,31.646222,13.260000,664,MID,0.100000,0.050000,2000,2.000000
B849,15.452842,34.217807,13.360000,669,MID,0.100000,0.050000,2000,2.000000
B850,14.287034,33.242465,13.340000,668,MID,0.100000,0.050000,2000,2.000000
B851,13.059868,32.215790,13.320000,667,MID,0.100000,0.050000,2000,2.000000
B852,15.866258,34.512890,13.400000,671,MID,0.100000,0.050000,2000,2.000000
B853,14.818625,33.645673,13.380000,670,MID,0.100000,0.050000,2000,2.000000
B854,13.462864,32.523393,13.360000,669,MID,0.100000,0.050000,2000,2.000000
B855,16.096864,34.652126,13.480000,675,MID,0.100000,0.050000,2000,2.000000
B856,15.354172,34.043843,13.440000,673,MID,0.100000,0.050000,2000,2.000000
B857,14.363916,33.232798,13.420000,672,MID,0.100000,0.050000,2000,2.000000
B858,10.959911,30.444833,13.200000,661,MID,0.100000,0.050000,2000,2.000000
B859,15.769327,34.336210,13.480000,675,MID,0.100000,0.050000,2000,2.000000
B860,14.153301,33.026683,13.460000,674,MID,0.100000,0.050000,2000,2.000000
B861,12.661585,31.817889,13.400000,671,MID,0.100000,0.050000,2000,2.000000
B862,15.687977,34.224450,13.520000,677,MID,0.100000,0.050000,2000,2.000000
B863,14.065136,32.923379,13.500000,676,MID,0.100000,0.050000,2000,2.000000
B864,16.420070,34.760384,13.600000,681,MID,0.100000,0.050000,2000,2.000000
B865,15.354554,33.915237,13.540000,678,MID,0.100000,0.050000,2000,2.000000
B866,13.975650,32.821516,13.520000,677,MID,0.100000,0.050000,2000,2.000000
B867,11.969972,31.230650,13.420000,672,MID,0.100000,0.050000,2000,2.000000
B868,16.213496,34.548409,13.600000,681,MID,0.100000,0.050000,2000,2.000000
B869,14.262473,33.017426,13.580000,680,MID,0.100000,0.050000,2000,2.000000
B870,12.752004,31.832148,13.520000,677,MID,0.100000,0.050000,2000,2.000000
B871,16.383692,34.633505,13.640000,683,MID,0.100000,0.050000,2000,2.000000
B872,15.688566,34.093876,13.640000,683,MID,0.100000,0.050000,2000,2.000000
B873,15.056633,33.603304,13.620000,682,MID,0.100000,0.050000,2000,2.000000
B874,13.160834,32.131588,13.580000,680,MID,0.100000,0.050000,2000,2.000000
B875,16.554585,34.717380,13.680000,685,MID,0.100000,0.050000,2000,2.000000
B876,15.031817,33.547944,13.660000,684,MID,0.100000,0.050000,2000,2.000000
B877,13.064910,32.037423,13.600000,681,MID,0.100000,0.050000,2000,2.000000
B878,16.089144,34.316083,13.720000,687,MID,0.100000,0.050000,2000,2.000000
B879,14.942503,33.444984,13.700000,686,MID,0.100000,0.050000,2000,2.000000
B880,12.967732,31.944757,13.640000,683,MID,0.100000,0.050000,2000,2.000000
B881,16.578659,34.641139,13.760000,689,MID,0.100000,0.050000,2000,2.000000
B882,15.363529,33.727980,13.740000,688,MID,0.100000,0.050000,2000,2.000000
B883,13.764674,32.526455,13.700000,686,MID,0.100000,0.050000,2000,2.000000
B884,17.071366,34.961624,13.840000,693,MID,0.100000,0.050000,2000,2.000000
B885,16.108300,34.245730,13.800000,691,MID,0.100000,0.050000,2000,2.000000
B886,14.631599,33.148026,13.760000,689,MID,0.100000,0.050000,2000,2.000000
B887,17.180514,34.993173,13.880000,695,MID,0.100000,0.050000,2000,2.000000
B888,15.891457,34.045369,13.820000,692,MID,0.100000,0.050000,2000,2.000000
B889,14.473495,33.002785,13.800000,691,MID,0.100000,0.050000,2000,2.000000
B890,11.250853,30.633274,13.420000,672,MID,0.100000,0.050000,2000,2.000000
B891,16.772229,34.647728,13.880000,695,MID,0.100000,0.050000,2000,2.000000
B892,15.672337,33.847830,13.860000,694,MID,0.100000,0.050000,2000,2.000000
B893,13.860750,32.530350,13.820000,692,MID,0.100000,0.050000,2000,2.000000
B894,17.074574,34.820985,13.920000,697,MID,0.100000,0.050000,2000,2.000000
B895,15.970518,34.026844,13.900000,696,MID,0.100000,0.050000,2000,2.000000
B896,14.281961,32.812276,13.880000,695,MID,0.100000,0.050000,2000,2.000000
B897,17.508925,35.084388,14.000000,701,MID,0.100000,0.050000,2000,2.000000
B898,16.465922,34.342401,13.940000,698,MID,0.100000,0.050000,2000,2.000000
B899,14.771042,33.136672,13.920000,697,MID,0.100000,0.050000,2000,2.000000
B900,17.618707,35.113647,14.040000,703,MID,0.100000,0.050000,2000,2.000000
B901,16.768129,34.515218,14.000000,701,MID,0.100000,0.050000,2000,2.000000
B902,15.394118,33.548526,13.980000,700,MID,0.100000,0.050000,2000,2.000000
B903,13.365816,32.121504,13.900000,696,MID,0.100000,0.050000,2000,2.000000
B904,17.006285,34.639736,14.040000,703,MID,0.100000,0.050000,2000,2.000000
B905,16.086922,34.000070,14.020000,702,MID,0.100000,0.050000,2000,2.000000
B906,14.379535,32.812118,13.980000,700,MID,0.100000,0.050000,2000,2.000000
B907,17.772816,35.125093,14.080000,705,MID,0.100000,0.050000,2000,2.000000
B908,16.586497,34.308852,14.060000,704,MID,0.100000,0.050000,2000,2.000000
B909,15.334272,33.447266,14.040000,703,MID,0.100000,0.050000,2000,2.000000
B910,17.948950,35.197972,14.160000,709,MID,0.100000,0.050000,2000,2.000000
B911,17.089095,34.612950,14.120000,707,MID,0.100000,0.050000,2000,2.000000
B912,15.766242,33.712917,14.100000,706,MID,0.100000,0.050000,2000,2.000000
B913,13.451248,32.137860,14.000000,701,MID,0.100000,0.050000,2000,2.000000
B914,17.793811,35.046305,14.160000,709,MID,0.100000,0.050000,2000,2.000000
B915,16.267141,34.019232,14.140000,708,MID,0.100000,0.050000,2000,2.000000
B916,14.474964,32.813537,14.100000,706,MID,0.100000,0.050000,2000,2.000000
B917,17.370514,34.719610,14.200000,711,MID,0.100000,0.050000,2000,2.000000
B918,15.905107,33.744837,14.180000,710,MID,0.100000,0.050000,2000,2.000000
B919,13.174121,31.928215,14.040000,703,MID,0.100000,0.050000,2000,2.000000
B920,17.612071,34.837512,14.240000,713,MID,0.100000,0.050000,2000,2.000000
B921,16.408950,34.046248,14.220000,712,MID,0.100000,0.050000,2000,2.000000
B922,13.668507,32.243924,14.120000,707,MID,0.100000,0.050000,2000,2.000000
B923,17.787629,34.909841,14.280000,715,MID,0.100000,0.050000,2000,2.000000
B924,16.580388,34.124876,14.260000,714,MID,0.100000,0.050000,2000,2.000000
B925,14.769528,32.947428,14.220000,712,MID,0.100000,0.050000,2000,2.000000
B926,12.153840,31.246670,13.840000,693,MID,0.100000,0.050000,2000,2.000000
B927,17.560014,34.721352,14.320000,717,MID,0.100000,0.050000,2000,2.000000
B928,16.483279,34.029223,14.300000,716,MID,0.100000,0.050000,2000,2.000000
B929,14.464401,32.731483,14.240000,713,MID,0.100000,0.050000,2000,2.000000
B930,17.802938,34.836155,14.360000,719,MID,0.100000,0.050000,2000,2.000000
B931,16.249952,33.849325,14.340000,718,MID,0.100000,0.050000,2000,2.000000
B932,14.359360,32.647966,14.260000,714,MID,0.100000,0.050000,2000,2.000000
B933,18.588862,35.289398,14.400000,721,MID,0.100000,0.050000,2000,2.000000
B934,17.369461,34.523459,14.380000,720,MID,0.100000,0.050000,2000,2.000000
B935,16.082316,33.714969,14.360000,719,MID,0.100000,0.050000,2000,2.000000
B936,18.835630,35.397399,14.480000,725,MID,0.100000,0.050000,2000,2.000000
B937,17.884106,34.806635,14.440000,723,MID,0.100000,0.050000,2000,2.000000
B938,16.456820,33.920489,14.420000,722,MID,0.100000,0.050000,2000,2.000000
B939,14.078010,32.443579,14.320000,717,MID,0.100000,0.050000,2000,2.000000
B940,18.333357,35.043139,14.480000,725,MID,0.100000,0.050000,2000,2.000000
B941,17.037830,34.248149,14.460000,724,MID,0.100000,0.050000,2000,2.000000
B942,15.060445,33.034744,14.400000,721,MID,0.100000,0.050000,2000,2.000000
B943,18.716524,35.234021,14.520000,727,MID,0.100000,0.050000,2000,2.000000
B944,17.416858,34.445815,14.500000,726,MID,0.100000,0.050000,2000,2.000000
B945,15.569964,33.325733,14.460000,724,MID,0.100000,0.050000,2000,2.000000
B946,18.758449,35.215833,14.560000,729,MID,0.100000,0.050000,2000,2.000000
B947,17.454680,34.434432,14.540000,728,MID,0.100000,0.050000,2000,2.000000
B948,15.464717,33.241769,14.500000,726,MID,0.100000,0.050000,2000,2.000000
B949,19.281899,35.483154,14.640000,733,MID,0.100000,0.050000,2000,2.000000
B950,18.180563,34.830882,14.580000,730,MID,0.100000,0.050000,2000,2.000000
B951,16.666227,33.934007,14.560000,729,MID,0.100000,0.050000,2000,2.000000
B952,14.463555,32.629462,14.480000,725,MID,0.100000,0.050000,2000,2.000000
B953,18.565190,35.018253,14.640000,733,MID,0.100000,0.050000,2000,2.000000
B954,16.908094,34.048495,14.620000,732,MID,0.100000,0.050000,2000,2.000000
B955,14.974814,32.917111,14.540000,728,MID,0.100000,0.050000,2000,2.000000
B956,19.020889,35.242210,14.680000,735,MID,0.100000,0.050000,2000,2.000000
B957,17.774280,34.521399,14.660000,734,MID,0.100000,0.050000,2000,2.000000
B958,15.558088,33.239958,14.600000,731,MID,0.100000,0.050000,2000,2.000000
B959,19.617722,35.541332,14.760000,739,MID,0.100000,0.050000,2000,2.000000
B960,18.367362,34.827049,14.700000,736,MID,0.100000,0.050000,2000,2.000000
B961,16.978073,34.033402,14.680000,735,MID,0.100000,0.050000,2000,2.000000
B962,19.660190,35.520233,14.760000,739,MID,0.100000,0.050000,2000,2.000000
B963,18.266770,34.733861,14.740000,738,MID,0.100000,0.050000,2000,2.000000
B964,16.873350,33.947489,14.720000,737,MID,0.100000,0.050000,2000,2.000000
B965,15.270917,33.043161,14.660000,734,MID,0.100000,0.050000,2000,2.000000
B966,19.772217,35.538231,14.800000,741,EXIT,0.100000,0.050000,2000,2.000000
B967,18.654207,34.914971,14.780000,740,MID,0.100000,0.050000,2000,2.000000
B968,17.256694,34.135896,14.760000,739,MID,0.100000,0.050000,2000,2.000000
B969,19.463867,35.324116,14.840000,743,EXIT,0.100000,0.050000,2000,2.000000
B970,17.852064,34.436596,14.820000,742,EXIT,0.100000,0.050000,2000,2.000000
B971,15.679634,33.240373,14.760000,739,MID,0.100000,0.050000,2000,2.000000
B972,19.574871,35.343143,14.880000,745,EXIT,0.100000,0.050000,2000,2.000000
B973,18.450403,34.731609,14.860000,744,EXIT,0.100000,0.050000,2000,2.000000
B974,16.763702,33.814309,14.840000,743,EXIT,0.100000,0.050000,2000,2.000000
B975,20.179319,35.626558,14.960000,749,EXIT,0.100000,0.050000,2000,2.000000
B976,19.051669,35.020913,14.900000,746,EXIT,0.100000,0.050000,2000,2.000000
B977,17.360195,34.112446,14.880000,745,EXIT,0.100000,0.050000,2000,2.000000
B978,14.259157,32.446923,14.660000,734,MID,0.100000,0.050000,2000,2.000000
B979,19.161093,35.042099,14.940000,748,EXIT,0.100000,0.050000,2000,2.000000
B980,17.464890,34.142490,14.920000,747,EXIT,0.100000,0.050000,2000,2.000000
B981,14.072485,32.343272,14.640000,733,MID,0.100000,0.050000,2000,2.000000
B982,19.625081,35.248386,15.000000,751,EXIT,0.100000,0.050000,2000,2.000000
